document,title,body,jurisdiction,region,type,version,date,current,changes,sourceUrl,archiveUrl,url
us-gand-grimberg-2026-ai-responsibility,Standing Order Regarding Civil Litigation: Artificial Intelligence,Northern District of Georgia (Judge Grimberg),us-federal,Georgia,standing-order,Original,2026-02-10,true,,https://www.gand.uscourts.gov/sites/gand/files/SDG_CVStandingOrder_20260210.pdf,,https://safelegalai.com/regulation/us-federal/us-gand-grimberg-2026-ai-responsibility
us-tx-90th-district-2026-artificial-intelligence-standing-order,90th Judicial District Standing Order Regarding Use of Artificial Intelligence,90th Judicial District Court of Texas (Judge Gregory),us-state,Texas,standing-order,Original,2026-02-10,true,,https://newtools.cira.state.tx.us/upload/page/2590/2026/Updated%20Standing%20Order.pdf,,https://safelegalai.com/regulation/us-state/us-tx-90th-district-2026-artificial-intelligence-standing-order
sra-compliance-tips-ai,Compliance tips for solicitors on the use of AI and technology,SRA,uk,,guidance,Feb 2026 revision,2026-02-09,true,"Expanded generative-AI section: explicit expectation that output is checked before reliance, client-confidentiality warnings for public tools, and supervision points for junior staff.",https://www.sra.org.uk/solicitors/resources/innovate/compliance-tips-for-solicitors/,,https://safelegalai.com/regulation/uk/sra-compliance-tips-ai
sra-compliance-tips-ai,Compliance tips for solicitors on the use of AI and technology,SRA,uk,,guidance,Original,2022-02-15,false,,https://www.sra.org.uk/solicitors/resources/innovate/compliance-tips-for-solicitors/,,https://safelegalai.com/regulation/uk/sra-compliance-tips-ai
us-tx-business-court-whitehill-2026-ai-notetakers-guidelines,Judge Whitehill Guidelines: AI Notetakers,"Texas Business Court, First Division (Judge Whitehill)",us-state,Texas,practice-direction,Original,2026-02-05,true,,https://topics.txcourts.gov/LocalRulesPublic/PreviewAttachment/2810,,https://safelegalai.com/regulation/us-state/us-tx-business-court-whitehill-2026-ai-notetakers-guidelines
int-iba-anlbs-ai-professional-tool-guide,Guidelines and Regulations to Provide Insights on Public Policies to Ensure AI's Beneficial Use as a Professional Tool,IBA ANLBS,international,,report,February 2026 update,2026-02-01,true,Updated country chapters; biennial updates intended.,https://www.ibanet.org/medias/anlbs-ai-working-group-report-feb-2026-2.pdf,,https://safelegalai.com/regulation/international/int-iba-anlbs-ai-professional-tool-guide
int-iba-anlbs-ai-professional-tool-guide,Guidelines and Regulations to Provide Insights on Public Policies to Ensure AI's Beneficial Use as a Professional Tool,IBA ANLBS,international,,report,First edition,2024-09-18,false,,https://www.ibanet.org/PPID/Constituent/Multi-displry_Pract/anlbs-ai-report,,https://safelegalai.com/regulation/international/int-iba-anlbs-ai-professional-tool-guide
us-cand-vankeulen-2026-ai-submissions,Civil and Discovery Referral Matters Standing Order,Northern District of California (Judge Keulen),us-federal,California,standing-order,Amended,2026-02-01,true,,https://www.cand.uscourts.gov/sites/default/files/standing-orders/SvK-Civil_and_DiscoveryReferralMatters_StandingOrder-2-2026.pdf,,https://safelegalai.com/regulation/us-federal/us-cand-vankeulen-2026-ai-submissions
us-or-jackson-2026-ai-public-guide,Planning to Use Artificial Intelligence (AI): Read This First,Oregon Circuit Court for Jackson County,us-state,Oregon,guidance,Original,2026-02-01,true,,https://www.courts.oregon.gov/courts/jackson/help/Documents/Using%20AI%20Guide%20English.pdf,,https://safelegalai.com/regulation/us-state/us-or-jackson-2026-ai-public-guide
us-paed-kearney-2026-ai-hallucination-warning,Policies and Procedures: Requirements for Website References and Artificial Intelligence Use,Eastern District of Pennsylvania (Judge Kearney),us-federal,Pennsylvania,standing-order,Original,2026-02-01,true,,https://www.paed.uscourts.gov/sites/paed/files/documents/procedures/keapol.pdf,,https://safelegalai.com/regulation/us-federal/us-paed-kearney-2026-ai-hallucination-warning
es-cgae-libro-blanco-ia-abogacia-2026,CGAE White Paper on Artificial Intelligence and the Legal Profession (Libro Blanco sobre IA y Abogacia),CGAE,other,,report,Presented 30 January 2026,2026-01-30,true,"Original; mirror copy, official abogacia.es URL not obtained.",https://academiadeia.es/wp-content/uploads/2026/01/libro-ai-digital_compressed-1.pdf,,https://safelegalai.com/regulation/other/es-cgae-libro-blanco-ia-abogacia-2026
es-cgpj-instruccion-2-2026-ia-actividad-jurisdiccional,CGPJ Instruction 2/2026 on the use of AI systems in judicial activity (Instruccion 2/2026),CGPJ,other,,regulation,"Pleno agreement 28 January 2026, BOE no. 27 of 30 January 2026 (BOE-A-2026-2205)",2026-01-30,true,Original; in force on publication.,https://www.boe.es/diario_boe/txt.php?id=BOE-A-2026-2205,,https://safelegalai.com/regulation/other/es-cgpj-instruccion-2-2026-ia-actividad-jurisdiccional
us-ksd-court-2026-standing-order-ai-filings,Standing Order 26-01 on Use of Artificial Intelligence in Preparing Court Filings,District of Kansas (Judge Broomes),us-federal,Kansas,standing-order,Original,2026-01-28,true,,https://ksd.uscourts.gov/sites/ksd/files/Standing%20Order%2026-01%20Use%20of%20AI.pdf,,https://safelegalai.com/regulation/us-federal/us-ksd-court-2026-standing-order-ai-filings
eu-cjeu-ai-ethics-charter,Artificial Intelligence Ethics Charter,CJEU,eu,,policy,Charter adopted by the CJEU,2026-01-26,true,Builds on the CJEU Artificial Intelligence Strategy adopted 19 June 2023 and the work of the AI Management Board.,https://curia.europa.eu/site/upload/docs/application/pdf/2026-03/ethics_charter_ai_-_en.pdf,,https://safelegalai.com/regulation/eu/eu-cjeu-ai-ethics-charter
eu-cjeu-ai-ethics-charter,Artificial Intelligence Ethics Charter,CJEU,eu,,policy,Artificial Intelligence Strategy,2023-06-19,false,Set the principles and created the AI Management Board composed of Members of both courts and administration representatives.,https://curia.europa.eu/jcms/upload/docs/application/pdf/2023-11/cjeu_ai_strategy.pdf,,https://safelegalai.com/regulation/eu/eu-cjeu-ai-ethics-charter
kr-ai-basic-act-2026,Framework Act on the Development of Artificial Intelligence and Establishment of a Foundation for Trust (Law No. 20676),Korea National Assembly,other,,statute,In force with Enforcement Decree,2026-01-22,true,Act and Enforcement Decree in force; fines deferred for at least one year.,https://www.korea.kr/news/policyNewsView.do?newsId=148954629,,https://safelegalai.com/regulation/other/kr-ai-basic-act-2026
kr-ai-basic-act-2026,Framework Act on the Development of Artificial Intelligence and Establishment of a Foundation for Trust (Law No. 20676),Korea National Assembly,other,,statute,Promulgated,2025-01-21,false,,https://www.law.go.kr/lsInfoP.do?lsiSeq=268543,,https://safelegalai.com/regulation/other/kr-ai-basic-act-2026
us-tx-lubbock-county-2026-family-standing-order-ai-liability,"Lubbock County Standing Order Regarding Children, Property, Conduct, and AI Liability",Lubbock County District Courts and County Courts at Law,us-state,Texas,standing-order,Original,2026-01-22,true,,https://topics.txcourts.gov/LocalRulesPublic/PreviewAttachment/2791,,https://safelegalai.com/regulation/us-state/us-tx-lubbock-county-2026-family-standing-order-ai-liability
us-fl11-court-2026-nonapproved-ai-platforms,Administrative Order No. 26-03: Prohibition on Use of Non-Approved Generative Artificial Intelligence Platforms by Court Personnel,Eleventh Judicial Circuit of Florida (Judge Orshan),us-state,Florida,standing-order,Original,2026-01-15,true,,https://www.jud11.flcourts.org/judges_forms/10932461063-1-26-03%20Prohibition%20on%20use%20of%20Non-Approved%20Generative%20AAI%20Platforms%20by%20Court%20Personnel-%20ogc-CONFORMED.pdf,,https://safelegalai.com/regulation/us-state/us-fl11-court-2026-nonapproved-ai-platforms
tw-ai-basic-act-2026,Artificial Intelligence Basic Act (Taiwan),Taiwan Legislative Yuan,other,,statute,Promulgated,2026-01-14,true,Promulgated by Presidential Order; 20 articles; NSTC as central competent authority.,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=H0160093,,https://safelegalai.com/regulation/other/tw-ai-basic-act-2026
tw-ai-basic-act-2026,Artificial Intelligence Basic Act (Taiwan),Taiwan Legislative Yuan,other,,statute,Third reading,2025-12-23,false,,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=H0160093,,https://safelegalai.com/regulation/other/tw-ai-basic-act-2026
nsw-local-court-generative-ai-practice-note,Practice Note: Generative Artificial Intelligence,NSW Local Court,australia,New South Wales,practice-direction,Original (commenced 12 January 2026),2026-01-12,true,,https://localcourt.nsw.gov.au/documents/practice-notes/other/Practice_Note_Generative_Artificial_Intelligence_Commences_12.01.26.pdf,,https://safelegalai.com/regulation/australia/nsw-local-court-generative-ai-practice-note
law-society-nsw-solicitors-guide-responsible-ai,A Solicitor's Guide to Responsible Use of Artificial Intelligence,Law Society of NSW,australia,New South Wales,guidance,January 2026,2026-01-09,true,,https://www.lawsociety.com.au/sites/default/files/2026-01/20260109%20LS4816_PSU_GuidetoAI_2026-01-08a%20FINALv2.pdf,https://web.archive.org/web/20260716080813/https://www.lawsociety.com.au/sites/default/files/2026-01/20260109%20LS4816_PSU_GuidetoAI_2026-01-08a%20FINALv2.pdf,https://safelegalai.com/regulation/australia/law-society-nsw-solicitors-guide-responsible-ai
us-co-rule-change-2026-02-ai-rpc-amendments,Colorado Rule Change 2026(02): AI amendments to the Colorado Rules of Professional Conduct,Colorado Supreme Court,us-state,Colorado,court-rule,Rule Change 2026(02),2026-01-08,true,"Amended and adopted en banc, effective immediately",https://www.coloradojudicial.gov/sites/default/files/2026-01/Rule%20Change%202026(02).pdf,,https://safelegalai.com/regulation/us-state/us-co-rule-change-2026-02-ai-rpc-amendments
us-nysd-ho-2026-civil-genai-declaration,Individual Rules and Practices in Civil Cases: Use of Generative Artificial Intelligence,Southern District of New York (Judge Ho),us-federal,New York,standing-order,Original,2026-01-08,true,,https://www.nysd.uscourts.gov/sites/default/files/practice_documents/DEH%20Ho%20Individual%20Rules%20and%20Practices%20in%20Civil%20Cases%20-%202026.01.pdf,,https://safelegalai.com/regulation/us-federal/us-nysd-ho-2026-civil-genai-declaration
us-nysd-ho-2026-criminal-genai-declaration,Individual Rules and Practices in Criminal Cases: Use of Generative Artificial Intelligence,Southern District of New York (Judge Ho),us-federal,New York,standing-order,Original,2026-01-08,true,,https://www.nysd.uscourts.gov/sites/default/files/practice_documents/DEH%20Ho%20Individual%20Rules%20and%20Practices%20in%20Criminal%20Cases%20-%20January%202026.pdf,,https://safelegalai.com/regulation/us-federal/us-nysd-ho-2026-criminal-genai-declaration
us-nysd-ho-2026-pro-se-genai-declaration,Individual Practices in Civil Pro Se Cases: Use of Generative Artificial Intelligence,Southern District of New York (Judge Ho),us-federal,New York,standing-order,Original,2026-01-08,true,,https://www.nysd.uscourts.gov/sites/default/files/practice_documents/DEH%20Ho%20Individual%20Rules%20and%20Practices%20in%20Civil%20Pro%20Se%20Cases%20-%20January%202026.pdf,,https://safelegalai.com/regulation/us-federal/us-nysd-ho-2026-pro-se-genai-declaration
qicdrc-practice-direction-1-2026-ai,Practice Direction No. 1 of 2026 and Practice Guidance on the Use of Artificial Intelligence,QICDRC,gulf,Qatar,practice-direction,Original,2026-01-06,true,,https://www.qicdrc.gov.qa/media-center/news/qicdrc-issues-practice-direction-no-1-2026-and-practice-guidance-use-artificial,https://web.archive.org/web/20260904134039/https://www.qicdrc.gov.qa/media-center/news/qicdrc-issues-practice-direction-no-1-2026-and-practice-guidance-use-artificial,https://safelegalai.com/regulation/gulf/qicdrc-practice-direction-1-2026-ai
us-cacd-blumenfeld-2026-ai-declaration,"Standing Order for Civil Cases Assigned to Judge Stanley Blumenfeld, Jr.",Central District of California (Judge Jr.),us-federal,California,standing-order,Amended,2026-01-06,true,,https://apps.cacd.uscourts.gov/JpsApi/file/d722706b-9e07-4f2d-d1c5-08de5387c55f,,https://safelegalai.com/regulation/us-federal/us-cacd-blumenfeld-2026-ai-declaration
au-nsw-pic-procedural-direction-13-generative-ai,Procedural Direction PIC13: Use of Generative Artificial Intelligence,NSW Personal Injury Commission,australia,New South Wales,practice-direction,Commenced 1 January 2026,2026-01-01,true,,https://www.pi.nsw.gov.au/resources/procedural-directions/procedural-direction-pic13-use-of-generative-artificial-intelligence,,https://safelegalai.com/regulation/australia/au-nsw-pic-procedural-direction-13-generative-ai
ca-sk-kb-ga-pd-12-artificial-intelligence,General Application Practice Directive #12: Use of Artificial Intelligence in Court Submissions,Saskatchewan King's Bench,canada,Saskatchewan,practice-direction,GA-PD #12,2026-01-01,true,,https://sasklawcourts.ca/wp-content/uploads/2026/05/KB_GA-PD-12.pdf,,https://safelegalai.com/regulation/canada/ca-sk-kb-ga-pd-12-artificial-intelligence
us-az-judicial-conduct-rule-2-5-technology-competence,"Arizona Code of Judicial Conduct Rule 2.5, Comment 1: judicial technology competence",Arizona Supreme Court,us-state,Arizona,court-rule,Comment 1 as amended,2026-01-01,true,"Adopted 27 August 2025, effective 1 January 2026",https://azcjc.azcourts.gov/Portals/5/137/rules/2025%20Code%20of%20Judicial%20Conduct.pdf,,https://safelegalai.com/regulation/us-state/us-az-judicial-conduct-rule-2-5-technology-competence
us-cod-crews-2026-ai-certification,Standing Order for Civil Cases,District of Colorado (Judge Crews),us-federal,Colorado,standing-order,As posted (undated),2026-01-01,true,,https://www.cod.uscourts.gov/Portals/0/Documents/Judges/SKC/SKC_Standing_Order_Civil_Cases.pdf,,https://safelegalai.com/regulation/us-federal/us-cod-crews-2026-ai-certification
us-fl-17th-circuit-ao-2026-03-gen,Florida 17th Judicial Circuit Administrative Order 2026-03-GEN: Use of AI in Court Filings,FL 17th Judicial Circuit,us-state,Florida,standing-order,AO 2026-03-GEN,2026-01-01,true,"Initial administrative order; the source gives a month only (issued January 2026), so the day is recorded as the 1st",https://www.17th.flcourts.org/wp-content/uploads/2026/01/AO2026-03-GEN-Use-of-AI-in-Court-Filings.pdf,,https://safelegalai.com/regulation/us-state/us-fl-17th-circuit-ao-2026-03-gen
us-mt-13th-district-local-rule-35-ai,Montana Thirteenth Judicial District Court Local Rule 35 — Use of Generative Artificial Intelligence,MT 13th Judicial District Court,us-state,Montana,court-rule,Local rules signed 1 January 2026,2026-01-01,true,Local Rule 35 on generative AI; some practitioner summaries describe an earlier version effective 1 April 2025,https://www.yellowstonecountymt.gov/clerk_court/LocalRules.pdf,,https://safelegalai.com/regulation/us-state/us-mt-13th-district-local-rule-35-ai
